Date,APPL,MSFT,ORCL,INTC,MSI,ADBE,TXN,SONY,LOGI
13/11/00,0.345982,33.21875,24.75,38.1875,82.536484,36.03125,42.3125,79.0625,6.625
14/11/00,0.361607,34.40625,28.375,40.9375,86.832901,40.8125,45.6875,80.875,7.15625
15/11/00,0.354911,35.03125,28.875,41.5,85.928391,40.59375,48,79,7.5
16/11/00,0.339286,34.46875,27.375,40,83.214867,40.75,46.5,75.875,7.890625
17/11/00,0.330357,34.53125,28.8125,41.5,81.179718,41.375,43.75,75.625,7.75
20/11/00,0.33817,33.59375,24.75,41.125,82.536484,38,42.3125,73.3125,7.5625
21/11/00,0.335938,33.875,23.875,42.625,80.95359,40,41.9375,72.9375,7.03125
22/11/00,0.330357,34.125,22.3125,41.1875,75.97879,36.15625,41.6875,72.1875,7.125
24/11/00,0.344866,34.96875,24.125,43.9375,79.822952,37.9375,44,75.75,7.6875
27/11/00,0.333705,35.34375,23.125,43.9375,78.466187,34.40625,44.25,80.4375,8
28/11/00,0.321987,33.5,22.65625,42.03125,75.07428,32.390625,40.5,79.5625,7.515625
29/11/00,0.313616,32.53125,22.875,42.75,75.07428,32.15625,39.0625,77.1875,7.625
30/11/00,0.294643,28.6875,26.5,38.0625,72.586876,31.6875,37.3125,74.5,7
01/12/00,0.304688,28.3125,26.4375,34.125,67.159821,33.65625,37.8125,74.5625,7.125
04/12/00,0.297991,28.21875,28.1875,32.9375,66.481438,34.03125,39.625,76.5,6.625
05/12/00,0.303571,29.9375,31.5,36,68.742714,38.34375,45.6875,80.1875,7.375
06/12/00,0.25558,28.34375,30.1875,31.75,64.446297,33.59375,46.3125,77.625,7
07/12/00,0.25558,26.5625,28.3125,32.3125,64.220169,31.5,42.875,78.25,7.15625
08/12/00,0.268973,27.21875,30.0625,34,69.647224,34.1875,49.5,78.625,6.84375
11/12/00,0.271205,29.03125,31.9375,37.4375,78.240059,37.0625,51.875,81.6875,6.78125
12/12/00,0.274554,29.1875,30.75,36.5,75.300407,35.34375,52.8125,80.1875,6.9375
13/12/00,0.267857,28.625,28.375,35.5,72.813004,33.09375,48,79,6.546875
14/12/00,0.257813,27.75,27.5,35.125,73.039131,28.65625,49.25,76.3125,6.1875
15/12/00,0.251116,24.59375,28.5625,32.4375,70.325607,31.21875,47,74.0625,5.109375
18/12/00,0.254464,23.90625,32,33.25,69.647224,31.78125,47.75,74,5.5625
19/12/00,0.25,22.40625,30.625,33.4375,70.325607,32,48,73.1875,5.15625
20/12/00,0.256696,20.75,28.5,31.9375,66.707565,28.625,43,69.8125,4.6875
21/12/00,0.251116,21.71875,29.5,33.125,63.315655,29.90625,43.875,69.5625,4.84375
22/12/00,0.267857,23.21875,31.875,32.9375,67.838203,32.84375,47.625,69.5,5.734375
26/12/00,0.262277,23.4375,30.9375,32.875,72.360748,32.96875,46.75,69.4375,5.5625
27/12/00,0.264509,23.21875,30.6875,32.5625,76.657173,32.75,50,69.375,5.96875
28/12/00,0.264509,22.28125,31.0625,30.9375,75.300407,30.8125,49.75,69.5,6
29/12/00,0.265625,21.6875,29.0625,30.0625,73.265259,29.09375,47.375,69.5,6.0625
02/01/01,0.265625,21.6875,26.375,31.0625,73.265259,23.367188,46.3125,67.625,5.96875
03/01/01,0.292411,23.96875,32,34.234375,87.285156,28.96875,50.25,74.5625,6
04/01/01,0.304688,24.21875,32.5625,33.796875,83.440987,26.875,52.0625,73.375,6.230469
05/01/01,0.292411,24.5625,30.125,32.0625,76.657173,25.75,47.3125,75.375,6.25
08/01/01,0.295759,24.46875,29.9375,31.9375,78.692314,24.78125,47,75.125,5.875
09/01/01,0.30692,25.90625,31.5,32.25,74.848152,24.90625,44.75,75.375,6.0625
10/01/01,0.295759,26.4375,32.75,33,76.657173,22.875,46.4375,75.9375,5.9375
11/01/01,0.321429,27.5,33.3125,33.375,80.04908,24.03125,49.625,74.8125,6.5625
12/01/01,0.30692,26.75,32.3125,32.125,80.04908,25.21875,47.875,75.75,6.875
16/01/01,0.305804,26.28125,31.8125,31.375,76.883301,25.4375,47.6875,76.5,6.375
17/01/01,0.300223,26.46875,33.25,30.5,81.179718,26.75,50.5625,76.1875,6.625
18/01/01,0.333705,27.75,33.8125,32.1875,86.606773,28,51.25,75.75,7.125
19/01/01,0.348214,30.5,34.5625,33.5625,89.320297,29.125,50.3125,76.6875,7.265625
22/01/01,0.34375,30.0625,31.8125,33.375,85.02388,29.96875,48.5625,76.5625,6.75
23/01/01,0.366071,30.28125,31.484375,35.375,85.02388,29.71875,45,76.1875,7.066406
24/01/01,0.366071,31.46875,30.0625,36.25,84.797752,30.0625,43.5,72.875,7.421875
25/01/01,0.356027,30.90625,29.9375,34.5,81.405846,28.53125,42.0625,74,7.46875
26/01/01,0.34933,32,30.375,35.875,81.631973,29.03125,41.5,73.5625,7.5
29/01/01,0.387277,32.25,30.4375,37.0625,83.576668,27,43.950001,73.5,7.359375
30/01/01,0.388393,31.6875,30.3125,37,83.251045,26.375,44.73,73,7.5625
31/01/01,0.386161,30.53125,29.125,37,82.527435,21.84375,43.799999,73.550003,7.375
01/02/01,0.377232,31.1875,30.0625,37.8125,79.813904,22.71875,43.709999,72.910004,7.546875
02/02/01,0.368304,30.40625,27.75,35.6875,77.172737,21.78125,43.080002,70.459999,7.65625
05/02/01,0.360491,30.96875,27.5,34.6875,73.844147,22.6875,41.009998,70.18,8.015625
06/02/01,0.377232,31.28125,27.625,35.4375,75.436081,22,41.009998,71.339996,7.921875
07/02/01,0.370536,32.34375,27.6875,34.9375,72.179848,20.15625,39,71.639999,7.75
08/02/01,0.370536,31.125,27.125,34.625,71.709503,17.96875,38.75,72.510002,7.703125
09/02/01,0.341518,29.5625,23.5625,33.5,68.380913,17.6875,37.330002,72.110001,7.78125
12/02/01,0.351563,29.375,23,34.5625,70.081383,18.9375,37.700001,73.510002,7.5
13/02/01,0.341518,29.09375,22.5625,32.4375,71.456238,18.59375,37.41,73.300003,7.359375
14/02/01,0.348214,29.1875,25,34.125,69.104515,20.03125,38.75,72.169998,7.484375
15/02/01,0.358259,29.40625,25.5,35.8125,69.213058,19.46875,40.66,73.629997,7.324219
16/02/01,0.339286,28.65625,24,34.375,67.33168,18.15625,36.599998,71.650002,7
20/02/01,0.327009,27.9375,23.125,31.4375,66.210083,17.125,34.5,71.089996,7.0625
21/02/01,0.337054,28.125,23,30.75,62.700588,15.03125,34.25,69.370003,6.875
22/02/01,0.335938,27.59375,23.375,30,62.555866,15.21875,32.700001,69.650002,6.265625
23/02/01,0.335938,28.375,22,29.9375,58.79311,16.3125,30.15,71.949997,6.53125
26/02/01,0.348214,29.78125,23.1875,29.5,57.490616,15.84375,29.15,73.599998,6.6875
27/02/01,0.345982,29.6875,21.6875,29,55.319794,15.25,30,73,6.8125
28/02/01,0.325893,29.5,19,28.5625,54.885628,14.53125,29.549999,71.510002,6.921875
01/03/01,0.334821,29.679688,21.375,29.125,57.635338,14.03125,32.400002,70.589996,6.875
02/03/01,0.34375,28.34375,16.875,29.3125,60.746849,13.84375,35.060001,68.82,6.84375
05/03/01,0.363839,28.71875,17,30.375,60.602127,13.53125,34.700001,69.18,6.859375
06/03/01,0.383929,29.71875,17.625,31.5,64.039261,14.25,36.099998,72.18,7.34375
07/03/01,0.379464,30.34375,18.625,32.9375,63.351837,14.34375,34.759998,71.400002,7.40625
08/03/01,0.371652,29.625,17.5,33.25,58.79311,13.5625,34.799999,71.550003,7.375
09/03/01,0.361607,28.34375,16.375,29.4375,56.260483,13.46875,32.75,70.650002,6.90625
12/03/01,0.332589,25.96875,15.1875,27.75,54.270561,13,31.1,68.349998,6.46875
13/03/01,0.34933,27.09375,16.9375,29.375,54.994171,13.6875,32.810001,68.400002,6.453125
14/03/01,0.364955,27,16.0625,29.0625,52.425362,13.0625,31.51,66.019997,6.078125
15/03/01,0.351563,26.84375,14.6875,28.5,52.135921,12.5,31.48,66.870003,6.140625
16/03/01,0.350446,27.28125,14.0625,27.875,50.652527,14.3125,31.35,67.699997,5.5
19/03/01,0.367188,27.15625,15.4375,27.0625,54.270561,15.875,32.509998,67,5.398438
20/03/01,0.351563,26.34375,14.375,24.625,51.086689,16.40625,32.25,65.949997,5.53125
21/03/01,0.359375,25.03125,14.75,25.5625,51.231411,16.28125,34.02,68.800003,5.25
22/03/01,0.386161,27,15.5,28.6875,56.730827,18,37.869999,70.510002,5.15625
23/03/01,0.410714,28.28125,15.875,28.8125,57.852421,17.84375,38.810001,72.900002,5.6875
26/03/01,0.388929,28.03125,15.44,28.3125,58.937832,16.795,36.5,75.239998,5.828125
27/03/01,0.408393,29.125,16.42,29.375,57.743877,18.299999,36.25,76.900002,5.828125
28/03/01,0.395893,27.78125,15.06,26.9375,54.1982,16.985001,32.48,74.5,5.75
29/03/01,0.402321,27.6875,14.33,26.5625,52.533905,16.285,31.42,72.150002,5.65625
30/03/01,0.394107,27.34375,14.63,26.3125,51.593216,17.485001,30.98,72.25,5.59375
02/04/01,0.385536,27.90625,15.2,25.796875,53.18515,17,28.35,69.379997,5.59375
03/04/01,0.361429,26.6875,13.16,25,49.567116,15.44,27.5,67.610001,5.34375
04/04/01,0.348214,25.96875,13.42,22.625,50.833427,14.76,27.690001,68.510002,5.40625
05/04/01,0.372679,28.375,14.47,25.625,54.089661,17.450001,31.15,73.089996,5.625
06/04/01,0.367679,28.09375,13.55,23.625,41.60743,17.025,28.26,70.800003,5.6875
09/04/01,0.366786,28.575001,14.05,23.200001,41.60743,17.915001,27.51,69.150002,5.725
10/04/01,0.393571,29.84,14.97,24.77,47.034489,20.68,29.6,69.980003,5.7125
11/04/01,0.389286,30.02,15.53,27.52,46.672684,20.365,34,70.220001,6.175
12/04/01,0.400357,31.09,15.82,28.120001,47.975178,20.530001,35.450001,71.730003,5.995
16/04/01,0.382857,30.395,15.96,26.299999,49.748016,20.415001,33.009998,69.970001,5.9625
17/04/01,0.364286,30.74,16.219999,26.040001,50.652527,20.575001,34,71.349998,5.9925
18/04/01,0.406964,32.715,17.92,31.280001,54.994171,22.969999,36.139999,76.940002,6.25
19/04/01,0.459286,34.02,20.32,32.490002,58.214222,24.025,38.810001,76.809998,6.25
20/04/01,0.447143,34.5,19.75,32.43,57.924782,22.98,37.5,74.860001,6.65
23/04/01,0.433036,34.125,17.15,30.32,55.681599,21.49,35.68,73.480003,6.5225
24/04/01,0.429107,33.775002,16.969999,29.139999,53.727856,21.365,34.450001,72.25,7.25
25/04/01,0.441429,34.845001,17.25,29.030001,54.270561,22.334999,35.049999,74.910004,6.975
26/04/01,0.440893,34.564999,16.9,28.639999,52.823349,22.334999,34.5,75.099998,7.1125
27/04/01,0.467857,33.560001,17.15,30.18,56.0434,22.809999,36.98,76.449997,7.2375
30/04/01,0.455179,33.875,16.16,30.91,56.260483,22.459999,38.700001,76.650002,7.6
01/05/01,0.463036,35.084999,16.040001,31.18,57.490616,22.025,39.57,79.980003,7.665
02/05/01,0.474821,34.880001,17.17,31.940001,59.625259,21.415001,39.950001,82.379997,8.0625
03/05/01,0.445714,34.264999,16.450001,30.4,57.382076,20.315001,37.970001,79.889999,7.6925
04/05/01,0.459821,35.375,17.09,30.879999,59.516716,20.68,37.849998,79.970001,7.595
07/05/01,0.445714,35.689999,16.870001,31.16,59.335815,20.59,38.43,81.800003,7.7725
08/05/01,0.43875,36.029999,17.040001,31.48,59.010193,21.030001,39.099998,82.849998,7.725
09/05/01,0.428214,35.200001,17.059999,29.93,57.997143,20.76,37.549999,79.650002,7.65
10/05/01,0.410714,35,16.389999,29.01,57.164993,20.139999,37.779999,80.18,7.575
11/05/01,0.408036,34.700001,15.9,27.940001,57.888599,19.93,37.470001,80.599998,7.5
14/05/01,0.415893,34.360001,16.040001,27.41,56.94791,19.575001,36.790001,77.080002,7.0125
15/05/01,0.413929,34.134998,15.93,27.200001,54.125839,19.395,37.029999,79.25,7
16/05/01,0.430357,34.580002,16.4,28.360001,56.622288,20.545,38.5,80.75,7.0875
17/05/01,0.420536,34.084999,16.120001,28.6,56.296665,21.799999,39.799999,81.75,7.385
18/05/01,0.420179,34.044998,16.280001,28.76,56.441383,21.254999,39.709999,81.150002,7.625
21/05/01,0.420714,34.395,18.1,29.9,59.842339,22.745001,41.860001,85.5,7.5025
22/05/01,0.419643,35.154999,17.58,29.530001,60.059422,23.139999,41.310001,83.339996,7.775
23/05/01,0.414821,34.849998,16.83,28.799999,58.431305,22.235001,39.580002,83.199997,7.845
24/05/01,0.414286,35.860001,17.299999,29.209999,58.720749,22.725,38.41,83.25,7.775
25/05/01,0.406429,35.455002,16.51,29.1,56.839371,22.35,37.849998,82.709999,7.75
29/05/01,0.383393,35.169998,15.61,27.85,54.270561,20.84,36.549999,81.25,7.625
30/05/01,0.353214,34.595001,14.51,26.6,51.014328,20.059999,33.09,78.040001,7.625
31/05/01,0.35625,34.59,15.3,27.01,53.18515,19.885,34.119999,78.099998,7.5375
01/06/01,0.373036,35.169998,15.86,28.74,51.665577,20.290001,34.25,79.190002,7.4125
04/06/01,0.368929,35.389999,16.059999,28.5,51.593216,20.165001,34.25,78.699997,7.5
05/06/01,0.373929,36.299999,16.76,29.73,55.138893,20.84,35.990002,78.349998,7.4875
06/06/01,0.370179,36.18,17,29.82,53.546955,20.434999,35.509998,76.300003,7.565
07/06/01,0.386786,36.84,17.33,31.139999,56.260483,21.424999,39.389999,76.400002,7.49
08/06/01,0.380714,36.595001,17.01,30.67,54.994171,21.014999,38.07,75.589996,7.7125
11/06/01,0.357857,36.060001,16.190001,30.33,53.764038,21.145,36.810001,74.260002,7.515
12/06/01,0.362679,36.040001,16.139999,30.129999,50.652527,20.59,34.900002,72.300003,7.5
13/06/01,0.365536,35.345001,15.5,29.059999,53.836399,20.09,34.02,72.290001,7.3
14/06/01,0.355,34.450001,14.85,27.610001,50.399261,19.504999,31.51,71.800003,7.3125
15/06/01,0.365,34.009998,15,27.68,51.557034,19.780001,32.139999,71.010002,7.0125
18/06/01,0.363036,33.439999,14.84,27.549999,47.28775,20.27,31.129999,69.57,6.875
19/06/01,0.360536,33.66,16.76,26.67,47.613373,21.375,29.6,70.82,7.025
20/06/01,0.386964,34.705002,17.52,27.49,48.771145,22.65,29.950001,70,7.1875
21/06/01,0.401607,34.919998,17.9,27.27,50.833427,22.655001,30.4,69.800003,7.44
22/06/01,0.3975,34.415001,17.48,27.51,52.642445,21.790001,30.299999,69.379997,7.15
25/06/01,0.428393,34.424999,17.77,28.58,52.642445,22.26,30.85,67.75,7.375
26/06/01,0.424107,35.07,18.440001,28.969999,53.00425,22.325001,30.91,66.199997,7.4425
27/06/01,0.416786,35.57,18.040001,28.65,54.560005,22.174999,30.91,66,7.5625
28/06/01,0.420357,36.369999,19.18,29.639999,55.971039,23.43,31.719999,65.889999,8.045
29/06/01,0.415179,36.5,19,29.25,59.9147,23.5,31.9,65.800003,8.05
02/07/01,0.426786,35.299999,19.58,30.059999,60.674488,23.475,32.830002,65.75,8.0925
03/07/01,0.425714,35.235001,19.77,30.459999,61.144833,22.65,32.32,64.339996,8.01
05/07/01,0.414107,34.255001,18.93,29.84,57.924782,22.33,31.360001,60.450001,7.4375
06/07/01,0.393393,33.029999,18.209999,28.43,55.609238,21.68,29.25,56.150002,7.425
09/07/01,0.405357,32.845001,18.91,28.9,55.609238,21.99,29.4,57.240002,7.295
10/07/01,0.3775,32.240002,17.59,27.790001,56.079582,21.475,29.65,56.450001,7.29
11/07/01,0.4025,33.25,18,28.059999,56.694649,20.719999,30.049999,56.400002,7.2
12/07/01,0.435,35.799999,19.66,30.1,65.667381,21.469999,33.139999,60.900002,7.4875
13/07/01,0.44375,35.669998,19.540001,30.190001,63.641281,20.184999,33.200001,59.299999,7.7
16/07/01,0.427857,35.59,18.700001,29.129999,62.049343,19.715,31.540001,58,7.7
17/07/01,0.448214,35.91,19.5,29.9,65.522659,20.584999,31.719999,58.299999,7.7375
18/07/01,0.37125,35.285,18.780001,28.889999,63.605099,20.025,30.1,56.740002,7.475
19/07/01,0.356429,36.285,19.17,29.959999,69.249237,20.940001,32.759998,58.700001,7.65
20/07/01,0.356786,34.59,19.07,29.93,66.933693,20.344999,31.51,58.68,7.4
23/07/01,0.348929,33.544998,18.129999,29,65.30558,20.295,30.799999,56.43,7.41
24/07/01,0.340893,33.16,18.209999,28.879999,62.953854,19.99,30.200001,57.599998,7.215
25/07/01,0.329821,33.740002,19.26,29.42,62.519688,20.985001,31.610001,57.810001,7.075
26/07/01,0.331964,33.294998,19.41,29.780001,67.114594,21.5,33.82,51.860001,7.15
27/07/01,0.338571,32.735001,19.059999,29.219999,68.742714,21.530001,34.849998,51.900002,7.39
30/07/01,0.338036,32.900002,18.67,29.040001,68.851257,20.27,34.950001,46.400002,7.4725
31/07/01,0.335536,33.095001,18.08,29.809999,67.621124,18.745001,34.5,49.52,7.6625
01/08/01,0.340357,33.235001,18.32,30.75,69.249237,19.305,36.630001,50,7.945
02/08/01,0.353929,33.724998,18.309999,32.110001,70.189926,19.275,38.150002,51.849998,7.8825
03/08/01,0.348214,33.445,18,31.68,67.404037,18.969999,37.5,50.970001,7.9075
06/08/01,0.341607,33.064999,17.459999,30.280001,67.295502,18.379999,36.740002,50.150002,7.875
07/08/01,0.34375,33.174999,17.24,30.620001,67.295502,17.209999,35.450001,51.419998,7.8825
08/08/01,0.3375,32.43,16.299999,29.610001,66.282448,17.030001,33.66,51.360001,7.645
09/08/01,0.340179,32.505001,15.99,29.65,65.088493,17.385,34.200001,50.23,7.4425
10/08/01,0.339643,32.759998,15.16,29.950001,65.124672,17.025,34.650002,49.799999,7.6825
13/08/01,0.340893,32.915001,15.69,30.559999,66.933693,17.924999,34.779999,49.16,7.6725
14/08/01,0.334464,32.345001,15.55,30.35,66.60807,17.25,34.860001,50.099998,7.825
15/08/01,0.329286,31.6,15.01,29.780001,62.953854,16.76,33.419998,51.650002,7.75
16/08/01,0.333036,32.310001,15.31,30.16,65.124672,17.125,34.720001,50.48,7.65
17/08/01,0.322679,30.940001,14.72,28.07,61.506638,16.379999,33.139999,47.900002,7.3875
20/08/01,0.323571,31.35,14.81,28.200001,59.878521,17.115,33.360001,48.25,7.2425
21/08/01,0.32,30.389999,14.13,27.07,60.059422,16.725,32.509998,47.099998,7.25
22/08/01,0.325179,30.33,14.64,27.959999,64.58197,17.290001,33.650002,48.549999,7.3625
23/08/01,0.318036,29.559999,14.01,27.67,65.486481,17.25,33.959999,46.490002,7.375
24/08/01,0.331607,31.025,15.19,29.08,67.838203,17.889999,35.5,47.91,7.6375
27/08/01,0.337857,31.155001,14.93,29.15,68.091469,17.940001,36,47.720001,7.735
28/08/01,0.328571,30.370001,14.01,28.51,67.476402,17.030001,35.709999,47.75,7.3325
29/08/01,0.318393,30.125,13.35,28.1,66.246269,16.844999,34.049999,47.330002,7.3975
30/08/01,0.318393,28.469999,12,27.129999,62.230244,16.370001,32.990002,45.919998,7.25
31/08/01,0.33125,28.525,12.21,27.959999,62.953854,16.805,33.099998,44.900002,6.935
04/09/01,0.325893,28.049999,12.08,26.85,63.279476,16.059999,32.099998,44,6.2825
05/09/01,0.33125,28.870001,12.07,27.469999,59.335815,16.1,30.84,42.700001,6.4025
06/09/01,0.316429,28.01,10.92,26.1,50.435444,15.365,29.5,42.200001,6.455
07/09/01,0.308571,27.700001,11.07,25.889999,51.701756,16.055,28.620001,41.48,5.965
10/09/01,0.310179,28.790001,11.46,26.07,54.415283,16.434999,28.610001,40.400002,5.6025
17/09/01,0.303393,26.455,11.01,23.59,53.474594,15.125,27,37,5.25
18/09/01,0.290714,27.16,11.38,23.469999,55.898678,15.05,24.299999,36.349998,4.75
19/09/01,0.303929,26.934999,11.2,22.280001,56.007221,13.05,23.9,37.25,4.875
20/09/01,0.28,25.379999,11.31,20.67,52.823349,12.975,21.73,37.560001,4.53
21/09/01,0.280893,24.855,10.76,19.299999,53.981121,12.535,23,36.75,4.9625
24/09/01,0.29375,26.004999,12.52,21.309999,55.573055,12.645,24.450001,38.700001,5.215
25/09/01,0.2775,25.65,12.25,21.68,55.898678,12.53,24.4,37.049999,5.7225
26/09/01,0.270536,25.135,12.2,20.9,55.971039,11.955,23.75,36.25,5.6925
27/09/01,0.276964,24.98,12.04,20.549999,56.079582,11.42,23.75,37.189999,5.75
28/09/01,0.276964,25.584999,12.58,20.440001,56.441383,11.99,24.98,33.200001,5.88
01/10/01,0.2775,25.895,12.58,20.01,55.355972,12.04,24.99,33.740002,5.3525
02/10/01,0.26875,26.525,12.6,19.540001,55.102711,12.19,23.139999,33.720001,4.85
03/10/01,0.2675,28.115,13.66,21.23,55.536877,13.895,25.26,34.400002,4.85
04/10/01,0.283571,28.219999,13.79,21.549999,57.490616,14.325,27.049999,35.299999,5.525
05/10/01,0.288214,28.860001,14.2,21.959999,61.144833,14.445,27.110001,35.25,5.175
08/10/01,0.289286,29.02,13.9,22.24,62.917671,14.965,28.75,35.700001,5.125
09/10/01,0.285714,27.280001,13.7,21.450001,60.493587,14.415,26.809999,34.310001,5.2375
10/10/01,0.300357,27.754999,14.29,23.059999,61.181015,14.645,28.549999,37,5.675
11/10/01,0.316786,28.16,14.97,24.51,62.772949,15.945,30.85,39.959999,5.615
12/10/01,0.321607,28.190001,14.94,25.02,63.822182,15.905,31.4,40.009998,6.01
15/10/01,0.32125,29.030001,14.44,24.379999,63.605099,15.495,30.34,39.580002,6.125
16/10/01,0.321607,29.225,14.94,24.959999,63.315655,15.525,31.49,40.75,6.4
17/10/01,0.303393,28.014999,13.66,24.57,64.075447,14.39,29.91,40.099998,6.1625
18/10/01,0.321429,28.375,14.26,24.049999,64.762871,14.59,28,40.5,5.975
19/10/01,0.326786,28.950001,14.54,24.15,63.315655,15.055,27.74,41,6
22/10/01,0.339643,30.08,14.95,25.299999,64.943771,15.515,28.91,41.740002,6.4325
23/10/01,0.323929,30.215,15.01,25,63.315655,15.635,28.6,41.700001,7.2975
24/10/01,0.338393,30.66,14.66,25.48,63.85836,16.775,29.85,40.84,7.35
25/10/01,0.342679,31.280001,13.95,26.1,62.519688,16.514999,31.26,40.43,7.575
26/10/01,0.333393,31.1,13.58,25.860001,62.049343,16.34,30.450001,40.330002,7.315
29/10/01,0.314821,29.82,13.4,24.18,61.325737,15.17,28.5,38.599998,7.525
30/10/01,0.314286,29.440001,13.5,23.540001,58.395126,14.375,27.27,38.119999,7.345
31/10/01,0.313571,29.075001,13.56,24.42,59.227276,13.2,27.99,38.200001,7.55
01/11/01,0.331964,30.92,14.17,25.940001,62.411148,13.57,29.299999,39.139999,7.85
02/11/01,0.331607,30.700001,14.45,26.299999,60.783031,13.475,29.93,39.720001,7.875
05/11/01,0.340536,31.635,14.96,26.959999,61.868443,14.125,29.9,41.200001,8.0125
06/11/01,0.349464,32.389999,15.22,28.25,63.315655,14.29,31.49,41.799999,8.125
07/11/01,0.349821,32.125,15.58,28.290001,63.062393,15.03,31.85,39.299999,8.125
08/11/01,0.334107,32.209999,15.45,28.280001,63.315655,14.48,31.91,39.790001,8.25
09/11/01,0.334107,32.605,15.38,27.879999,62.374966,14.395,31,39.799999,8.5575
12/11/01,0.334821,32.895,15.4,28.379999,63.605099,14.5,31.9,39.950001,8.3
13/11/01,0.345893,33.950001,14.52,30.049999,65.739738,15.335,33.82,40.5,8.5
14/11/01,0.350179,32.974998,14.92,31.32,67.295502,15.67,33.880001,40.830002,8.445
15/11/01,0.347321,33.060001,14.79,30.780001,66.933693,15.885,33.27,45.299999,9
16/11/01,0.33875,32.875,14.55,30.629999,66.933693,15.95,32.630001,46.200001,9.2375
19/11/01,0.357143,33.27,14.87,30.99,64.871414,16.825001,32.959999,48.139999,9.0525
20/11/01,0.34875,32.700001,14.56,29.950001,63.170937,16.1,31.25,45.599998,8.78
21/11/01,0.351429,32.025002,14.08,30.809999,62.990032,16.094999,31.1,46.490002,8.6875
23/11/01,0.354286,32.355,14.41,31.059999,63.930721,16.575001,31.74,46.549999,8.525
26/11/01,0.381607,32.57,14.74,31.870001,64.979958,17.465,32.450001,48.549999,8.875
27/11/01,0.375,31.870001,14.42,32.310001,63.351837,17.120001,32.580002,48.25,8.775
28/11/01,0.366607,31.4,14.12,31.76,61.542816,16.030001,31.030001,46.110001,8.6575
29/11/01,0.364643,32.419998,14.19,32.32,60.059422,16.809999,32.07,47,8.5
30/11/01,0.380357,32.105,14.03,32.66,59.842339,16.040001,32.049999,47.700001,8.7675
03/12/01,0.375893,32.384998,13.7,32.040001,61.144833,15.98,30.98,45.990002,8.65
04/12/01,0.4,33,13.8,32.860001,61.687538,17.165001,31,46.799999,9
05/12/01,0.424286,34.049999,15.37,34.610001,64.726692,18.32,33.5,49.700001,9.0625
06/12/01,0.406786,34.325001,15.9,34.16,62.592049,18.635,33.5,49.860001,9.4775
07/12/01,0.4025,33.915001,15.91,33.240002,60.927753,18.245001,32.700001,48.5,9.655
10/12/01,0.4025,33.529999,15.42,32.950001,60.240322,17.860001,31.110001,46.610001,9.295
11/12/01,0.388929,33.66,15.11,33.189999,60.855392,16.99,31.049999,46.950001,9.4225
12/12/01,0.38375,33.974998,15.1,34.080002,61.217194,15.89,32.200001,47.299999,9.0525
13/12/01,0.375,33.134998,14.67,32.57,58.431305,15.315,29.92,45.279999,8.6875
14/12/01,0.364107,33.720001,14.57,33.27,58.829288,15.915,30.35,46.200001,9.09
17/12/01,0.368214,34.490002,14.79,33.970001,58.865471,15.77,30.17,45.549999,9.5875
18/12/01,0.375179,34.634998,15.05,33.810001,60.095604,16.5,29.809999,47,9.7975
19/12/01,0.386071,34.744999,14.92,33.049999,57.020271,16.309999,27.9,46.75,9.35
20/12/01,0.369107,33.380001,14.49,31.98,55.175072,15.335,26.5,45.5,9.265
21/12/01,0.375,33.77,14.38,32.41,54.234383,15.725,28,44.360001,9.1325
24/12/01,0.381429,33.634998,14.34,32.02,53.727856,15.485,27.83,44.360001,9.2525
26/12/01,0.38375,33.84,14.09,32.290001,53.546955,15.335,28.049999,44.110001,9.25
27/12/01,0.394107,33.924999,13.99,32.669998,53.583134,15.915,28.75,44,9.0675
28/12/01,0.400536,33.935001,14.06,32.240002,53.90876,16.125,28.66,46.25,8.8775
31/12/01,0.391071,33.125,13.81,31.450001,54.342922,15.525,28,45.099998,9.025
02/01/02,0.416071,33.52,13.98,33,56.224304,15.92,28.82,45.950001,9.2675
03/01/02,0.421071,34.615002,15.29,35.52,57.526794,16.540001,30.700001,47.25,9.5025
04/01/02,0.423036,34.450001,15.45,35.790001,56.260483,17.950001,30.4,49.57,10.05
07/01/02,0.408929,34.279999,15.49,35.27,54.885628,18.08,29.41,49.310001,10.1
08/01/02,0.40375,34.689999,15.75,35.580002,53.546955,18.32,29,47.82,9.9375
09/01/02,0.386607,34.355,16.73,35.360001,52.316822,18.815001,28.209999,48,10.205
10/01/02,0.379107,34.639999,16.690001,34.650002,51.014328,18.225,27.549999,48.919998,9.8075
11/01/02,0.375893,34.305,16.27,34.549999,51.882656,18.014999,27.24,47.549999,9.6225
14/01/02,0.377679,34.235001,16.389999,34.84,51.339951,17.799999,27.09,47.02,8.75
15/01/02,0.3875,34.775002,16.99,34.68,50.941967,18.135,26.41,45.91,9.025
16/01/02,0.371071,33.935001,16.58,33.709999,50.290722,17.549999,26.309999,44.5,9.125
17/01/02,0.401429,34.93,17.219999,34.529999,51.557034,17.975,27.450001,45.509998,9.215
18/01/02,0.395893,33.049999,16.48,33.48,51.557034,17.290001,27.540001,44.700001,8.8775
22/01/02,0.389643,32.23,15.94,31.700001,48.952045,17.02,25.75,43.560001,9.8225
23/01/02,0.411071,31.870001,16.75,32.450001,49.060589,17.34,26,44.91,10.19
24/01/02,0.414464,32.299999,17.25,33.200001,48.843506,17.92,27.450001,45.860001,10.4475
